LOCAL_WELL,OWNERS_NAM,DATE_COMPL,GEOLOGIC_U,WATER_LEVE,DATE_MEASU,PUMP_SETTI,PUMP_RATE,YIELD_MEAS,PUMP_HOURS,PUMP_DOWN_,AQUIFER_NA,X,Y
7105Z,STAR ENTERPRISE,05/93,112SESC,"3.00",05/17/93,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678790","3369507"
7106Z,STAR ENTERPRISE,05/93,112SESC,"3.00",05/17/93,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678790","3369507"
5964Z,SOUTHLAND CORP,08/88,112SESC,"4.00",09/27/88,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685808","3371073"
5966Z,SOUTHLAND CORP,09/88,112SESC,"6.21",10/07/88,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677124","3375116"
5967Z,SOUTHLAND CORP,09/88,112SESC,"4.73",10/07/88,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677124","3375116"
5968Z,SOUTHLAND CORP,09/88,112SESC,"6.94",10/07/88,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677124","3375116"
5969Z,SOUTHLAND CORP,09/88,112SESC,"4.97",10/07/88,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677124","3375116"
5970Z,SOUTHLAND CORP,09/88,112SESC,"6.23",10/07/88,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677124","3375116"
5971Z,SOUTHLAND CORP,09/88,112SESC,"4.53",10/10/88,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685043","3361173"
8092Z,EXXON CHEMICAL,12/98,112MRVAC,"11.09",12/23/98,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675595","3374013"
8093Z,EXXON CHEMICAL,12/98,112MRVAC,"12.89",12/23/98,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675595","3374013"
8094Z,EXXON CHEMICAL,12/98,112MRVAC,"8.54",01/04/99,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675557","3374690"
8095Z,EXXON CHEMICAL,12/98,112MRVAC,"8.91",01/04/99,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675557","3374690"
8097Z,EXXON CHEMICAL,12/98,112MRVAC,"9.95",12/21/98,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675637","3374692"
7239Z,CHEVRON,05/90,112SESC,"4.72",06/01/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688656","3363822"
7240Z,CHEVRON,05/90,112SESC,"5.50",06/01/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688682","3363823"
7246Z,"COOPER, MICHEAL",11/93,112SLBR,"28.00",11/30/93,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"688011","3362487"
7612Z,K MART,07/95,112SESC,"3.31",07/20/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"679764","3370293"
7613Z,K MART,07/95,112SESC,"6.19",07/20/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"679791","3370325"
7614Z,K MART,07/95,112SESC,"8.20",07/20/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"679791","3370294"
8425Z,CRACKER BARREL,06/00,112SESC,"14.00",06/07/00,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680605","3359836"
8426Z,CRACKER BARREL,06/00,112SESC,"13.00",06/07/00,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680605","3359836"
8358Z,SOUTHLAND CORP,04/99,112SESC,,04/09/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678677","3371538"
8359Z,SOUTHLAND CORP,04/99,112SESC,,04/09/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678730","3371508"
8360Z,SOUTHLAND CORP,04/99,112SESC,,04/09/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678676","3371569"
8536Z,"NEAAMS, KEYNON",06/01,112SLBR,"3.00",06/04/01,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"676701","3365038"
8546Z,MOTIVA ENTERPRI,07/01,112SESC,"7.65",08/10/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"682728","3362243"
8547Z,EXXON MOBIL,08/01,112SESC,"3.30",08/27/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"691310","3369259"
7121Z,"HUMPHREY, CHARL",06/93,11204BR,"26.00",06/10/93,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"694262","3366847"
5853Z,EXXON CO USA,09/91,112SESC,"8.50",09/05/91,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681596","3372449"
5854Z,EXXON CO USA,09/91,112SESC,"8.00",09/05/91,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681596","3372449"
5855Z,EXXON CO USA,09/91,112SESC,"8.50",09/05/91,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681596","3372449"
5857Z,EXXON CO USA,09/91,112SESC,"6.40",09/05/91,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681596","3372449"
5937Z,LSU EXP STATION,"1979",11206BR,"0.00",,,,,,,600-FOOT SAND OF BATON ROUGE AREA,"680323","3363958"
5938Z,STAR ENTERPRISE,10/88,112SESC,"5.40",10/28/88,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678188","3372054"
5939Z,STAR ENTERPRISE,10/88,112SESC,"5.40",10/28/88,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678188","3372054"
5940Z,STAR ENTERPRISE,10/88,112SESC,"5.40",10/28/88,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678188","3372054"
6487Z,BR CRAWFISH,05/93,112SLBR,"45.00",05/05/93,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"689186","3360998"
7196Z,MERIDIAN OIL,07/92,112MRVAC,"2.73",07/23/92,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"677660","3358617"
7197Z,MERIDIAN OIL,07/92,112MRVAC,"3.35",07/23/92,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"677607","3358616"
7198Z,MERIDIAN OIL,07/92,112MRVAC,"2.42",07/23/92,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"677581","3358585"
7199Z,"SMITH, SHARON",09/93,11204BR,"26.00",09/28/93,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"694316","3366817"
7200Z,CHEVRON,08/93,112SESC,"5.50",10/01/93,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686421","3371145"
7201Z,CHEVRON,09/93,112SESC,"9.18",10/01/93,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"684584","3367756"
7202Z,CHEVRON,09/93,112SESC,"6.51",10/01/93,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"684584","3367756"
7203Z,CHEVRON,09/93,112SESC,"5.62",10/01/93,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"684584","3367756"
7204Z,CHEVRON,09/93,112SESC,"9.90",10/01/93,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"684584","3367756"
9330Z,ITT,02/08,"00000000","1.61",02/27/08,,,,,,[TO BE DETERMINED],"687790","3359834"
9332Z,ITT,02/08,"00000000","1.07",02/27/08,,,,,,[TO BE DETERMINED],"687789","3359896"
9333Z,ITT,02/08,"00000000","3.43",02/27/08,,,,,,[TO BE DETERMINED],"687841","3359958"
9334Z,CHEVRON EMC,,"00000000","4.54",10/19/06,,,,,,[TO BE DETERMINED],"681312","3370319"
8774Z,CHEVRON PRODUCT,11/03,112SESC,"5.43",10/07/03,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688842","3363856"
8775Z,CHEVRON PRODUCT,11/03,112SESC,"4.22",10/07/03,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688843","3363826"
8776Z,CHEVRON PRODUCT,11/03,112SESC,"4.96",10/07/03,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688843","3363826"
8777Z,CHEVRON PRODUCT,11/03,112SESC,"3.74",12/09/03,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678672","3366949"
7502Z,EXXON CO USA,01/90,112SESC,"4.02",04/05/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681557","3373218"
7504Z,STAR ENTERPRISE,06/94,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"682029","3370485"
7122Z,"DUPRE, BRENT",06/93,11204BR,"28.00",06/16/93,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"693940","3366965"
7128Z,EXXON CO USA,06/93,112SESC,"4.30",06/21/93,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681543","3372417"
6465Z,SOUTHLAND CORP,03/90,112SESC,"2.01",03/21/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680073","3372578"
6467Z,SOUTHLAND CORP,03/90,112MRVAC,"3.86",03/19/90,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675347","3364585"
6468Z,SOUTHLAND CORP,03/90,112SESC,"8.91",03/20/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"690943","3368883"
6469Z,SOUTHLAND CORP,03/90,112SESC,"13.12",03/20/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"690943","3368883"
6470Z,SOUTHLAND CORP,03/90,112SESC,"6.38",03/21/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685043","3361173"
6471Z,SOUTHLAND CORP,04/90,112SESC,"6.05",04/03/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685043","3361173"
7970Z,BFI,04/82,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686917","3364039"
7971Z,BFI,04/82,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686917","3364039"
7972Z,BFI,04/84,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686889","3364100"
7976Z,WHITNEY BANK,12/97,112SESC,"6.84",02/07/98,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681947","3367404"
7110Z,"LANDRY, ARNOLD",05/93,12108BR,"32.00",05/05/93,,,,,,800-FOOT SAND OF BATON ROUGE AREA,"692573","3374795"
7112Z,GMAC,06/93,112SESC,"3.71",06/15/93,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678537","3370273"
7113Z,GMAC,06/93,112SESC,"6.11",06/15/93,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678537","3370273"
8248Z,MARABELLAS 66,09/99,112SESC,"8.58",09/17/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"676986","3367230"
8249Z,MARABELLAS 66,09/99,112SESC,"9.75",09/17/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"676986","3367230"
8251Z,"BRADFORD, DON",09/99,112SLBR,"20.00",09/06/99,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"686281","3360640"
7505Z,CHEVRON,,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"684584","3367756"
7508Z,BLUEBONNET VIL,12/94,112SESC,"14.00",12/09/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"682883","3362553"
7510Z,BLUEBONNET VIL,12/94,112SESC,"10.00",12/09/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"682829","3362583"
7691Z,EXXON CHEMICAL,12/95,112SESC,"5.30",12/21/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"675389","3375180"
7692Z,EXXON CHEMICAL,12/95,112SESC,"5.46",12/21/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"675362","3375211"
7456Z,RESOLUTION TRUS,10/94,112SESC,"6.95",11/16/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677109","3369480"
7457Z,RESOLUTION TRUS,10/94,112SESC,"5.65",11/16/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677136","3369480"
7458Z,STAR ENTERPRISE,10/94,112SESC,"14.80",10/19/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"675987","3371217"
7460Z,STAR ENTERPRISE,10/94,112SESC,"12.30",10/20/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"676014","3371187"
7461Z,STAR ENTERPRISE,10/94,112SESC,"12.60",10/21/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"676015","3371156"
7463Z,SOUTHLAND CORP,04/94,112SESC,"4.00",04/08/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685016","3361173"
7608Z,LENNAR CENTRAL,06/95,112SESC,"10.50",06/13/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"682459","3370338"
7610Z,LENNAR CENTRAL,07/95,112SESC,"10.50",07/05/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"682459","3370338"
7611Z,K MART,07/95,112SESC,"5.65",07/20/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"679764","3370324"
6472Z,SOUTHLAND CORP,03/90,112SESC,"2.46",03/21/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"687421","3364201"
8119Z,K MART,12/98,112SESC,"5.20",01/23/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"679738","3370293"
8120Z,K MART,12/98,112SESC,"5.50",01/23/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"679764","3370293"
8121Z,K MART,12/98,112SESC,"6.50",01/23/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"679738","3370262"
8122Z,RITE AID INC,03/99,112SESC,"3.52",03/12/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678360","3366421"
8123Z,RITE AID INC,03/99,112SESC,"2.56",03/12/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678360","3366421"
8124Z,RITE AID INC,03/99,112SESC,"2.17",03/12/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678360","3366421"
8125Z,RITE AID INC,03/99,112SESC,"6.03",03/12/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678387","3366452"
8127Z,RITE AID INC,03/99,112SESC,"5.25",03/12/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678359","3366482"
8128Z,RITE AID INC,03/99,112SESC,"9.39",03/12/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678359","3366482"
8132Z,"CHAMBERS, D",04/99,11204BR,"20.00",04/06/99,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"687881","3362300"
7114Z,GMAC,06/93,112SESC,"5.43",06/15/93,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678537","3370273"
7115Z,GMAC,06/93,112SESC,"3.97",06/15/93,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678537","3370273"
7116Z,GMAC,06/93,112SESC,"2.74",06/15/93,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678537","3370273"
7234Z,J & S POOL PRO,12/93,112MRVAC,"3.00",12/16/93,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"677656","3367087"
7237Z,CHEVRON,05/90,112SESC,"3.93",06/01/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688655","3363853"
7238Z,CHEVRON,05/90,112SESC,"4.94",06/01/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688682","3363854"
6245Z,TEXACO,06/89,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"690644","3366167"
6246Z,TEXACO,06/89,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"690644","3366167"
7500Z,EXXON CO USA,,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681618","3367953"
7501Z,EXXON CO USA,,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681591","3367952"
7448Z,EXXON CO USA,"1985",112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688792","3369831"
7449Z,EXXON CO USA,"1985",112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688792","3369831"
8548Z,EXXON MOBIL,08/01,112SESC,"2.90",08/27/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"691310","3369259"
8549Z,EXXON MOBIL,08/01,112SESC,"3.13",08/27/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"691310","3369259"
9335Z,CHEVRON EMC,,"00000000","1.35",10/19/06,,,,,,[TO BE DETERMINED],"681338","3370320"
9336Z,CHEVRON EMC,,"00000000","0.00",,,,,,,[TO BE DETERMINED],"681312","3370319"
9501Z,P&S PETRO,"1984","00000000","0.00",01/01/84,,,,,,[TO BE DETERMINED],"677049","3374807"
9502Z,P&SPETRO,"1984","00000000","0.00",01/01/84,,,,,,[TO BE DETERMINED],"677049","3374807"
9503Z,P&S PETRO,"1984","00000000","0.00",01/01/84,,,,,,[TO BE DETERMINED],"677049","3374807"
9504Z,P&S PETRO,"1984","00000000","0.00",01/01/84,,,,,,[TO BE DETERMINED],"677049","3374807"
8450Z,CHEVRON PRODUCT,,112SESC,"4.90",05/15/00,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681920","3367465"
8451Z,CIRCLE K,,112SESC,"12.25",01/24/00,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681635","3373312"
8452Z,CIRCLE K,,112SESC,"13.20",01/24/00,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681635","3373343"
8453Z,CIRCLE K,,112SESC,"4.70",01/24/00,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681661","3373343"
8454Z,CIRCLE K,,112SESC,"3.90",01/24/00,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681688","3373313"
8455Z,CIRCLE K,,112SESC,"12.55",01/24/00,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681661","3373343"
8456Z,CIRCLE K,,112SESC,"12.77",01/24/00,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681635","3373343"
8457Z,CIRCLE K,,112SESC,"14.00",01/24/00,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681608","3373312"
8458Z,CIRCLE K,,112SESC,"13.00",01/24/00,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681635","3373343"
8459Z,CIRCLE K,,112SESC,"15.50",01/24/00,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681635","3373312"
7663Z,EXXON CO USA,10/95,112SESC,"9.00",10/17/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"690545","3365703"
7099Z,STAR ENTERPRISE,04/93,112SESC,"4.00",04/28/93,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685244","3368168"
7100Z,STAR ENTERPRISE,04/93,112SESC,"4.00",04/28/93,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685244","3368168"
7101Z,STAR ENTERPRISE,04/93,112SESC,"8.00",04/28/93,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685244","3368168"
7102Z,STAR ENTERPRISE,04/93,112SESC,"4.00",04/28/93,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685244","3368168"
6079Z,"WALKER, FLOY E",10/86,11204BR,"0.00",,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"692251","3367366"
6080Z,"VIDRINE, GEORGE",07/86,112SLBR,"12.00",07/23/86,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"687144","3358560"
6081Z,TEXACO,01/89,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678646","3366887"
6082Z,TEXACO,01/89,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678646","3366887"
6083Z,TEXACO,01/89,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678646","3366887"
6085Z,TEXACO,01/89,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678646","3366887"
6231Z,TEXACO,07/89,112SESC,"2.30",07/20/89,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686577","3368283"
5942Z,STAR ENTERPRISE,10/88,112SESC,"5.40",10/28/88,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678188","3372054"
5943Z,STAR ENTERPRISE,10/88,112SESC,"5.40",10/28/88,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678188","3372054"
5944Z,LA STATE LANDS,12/88,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"675351","3370960"
5945Z,LA STATE LANDS,12/88,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"675324","3370991"
5946Z,RYDER TRUCK,12/88,112SESC,"11.20",12/02/88,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685410","3366292"
5947Z,RYDER TRUCK,12/88,112SESC,"15.10",12/02/88,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685464","3366231"
5948Z,EXXON CO USA,12/88,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681584","3373188"
5949Z,EXXON CO USA,12/88,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681584","3373188"
5950Z,EXXON CO USA,12/88,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681584","3373188"
5951Z,EXXON CO USA,12/88,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681584","3373188"
5952Z,CHEVRON,12/88,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686425","3370899"
5954Z,CHEVRON,12/88,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686425","3370899"
7450Z,EXXON CO USA,"1985",112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688792","3369831"
7451Z,EXXON CO USA,"1985",112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688792","3369831"
7452Z,EXXON CO USA,"1985",112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688792","3369831"
7453Z,EXXON CO USA,"1985",112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688792","3369831"
7454Z,EXXON CO USA,"1985",112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688792","3369831"
8607Z,EXXON MOBIL,03/02,112SESC,"4.59",03/25/02,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680885","3373515"
8608Z,EXXON MOBIL,03/02,112SESC,"4.31",03/25/02,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680885","3373515"
8609Z,EXXON MOBIL,03/02,112SESC,"4.75",03/25/02,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680885","3373515"
8191Z,TEXACO,06/87,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"690248","3372012"
8192Z,EXXON CO USA,03/99,112SESC,"5.60",04/28/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"679765","3370232"
8343Z,SOUTHLAND CORP,04/99,112SESC,,04/08/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678729","3371570"
8344Z,SOUTHLAND CORP,04/99,112SESC,,04/08/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678703","3371569"
